frame,time,left_WRIST,left_THUMB_CMC,left_THUMB_MCP,left_THUMB_IP,left_THUMB_TIP,left_INDEX_MCP,left_INDEX_PIP,left_INDEX_DIP,left_INDEX_TIP,left_MIDDLE_MCP,left_MIDDLE_PIP,left_MIDDLE_DIP,left_MIDDLE_TIP,left_RING_MCP,left_RING_PIP,left_RING_DIP,left_RING_TIP,left_PINKY_MCP,left_PINKY_PIP,left_PINKY_DIP,left_PINKY_TIP,right_WRIST,right_THUMB_CMC,right_THUMB_MCP,right_THUMB_IP,right_THUMB_TIP,right_INDEX_MCP,right_INDEX_PIP,right_INDEX_DIP,right_INDEX_TIP,right_MIDDLE_MCP,right_MIDDLE_PIP,right_MIDDLE_DIP,right_MIDDLE_TIP,right_RING_MCP,right_RING_PIP,right_RING_DIP,right_RING_TIP,right_PINKY_MCP,right_PINKY_PIP,right_PINKY_DIP,right_PINKY_TIP
3134,17:37:34,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.2055970449797883,-0.3730194756793159)","(-0.33245953190194116,-0.7357744205249965)","(-0.2895630722830772,-1.0242669789776593)","(-0.17581254051298392,-1.2561271720325953)","(-0.5452632474939837,-0.828640765444194)","(-0.5073957621952861,-1.387191487048142)","(-0.29388740163185495,-1.5174559821417395)","(-0.1354712071741971,-1.4692705979696445)","(-0.4862150732591475,-0.8738391742967363)","(-0.44907325316631835,-1.5429577306124036)","(-0.19018570973382018,-1.5879207128387742)","(-0.04634471230616372,-1.4668651824706942)","(-0.3233530992090519,-0.8890483649544588)","(-0.19067641542983865,-1.4961947156400957)","(0.06908159926827631,-1.4552875876565659)","(0.17606805314099164,-1.2969915588726832)","(-0.08527395300424245,-0.8766243553652847)","(0.032299225185048526,-1.3445099009372918)","(0.2040294026039311,-1.3063063254450815)","(0.28448341584199877,-1.1572588494949863)"
3135,17:37:34,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.19062265249599133,-0.3778994186714733)","(-0.3103590451197397,-0.7412093342568137)","(-0.2502697465191945,-1.034886825201042)","(-0.13879449566486657,-1.2737159116745025)","(-0.5369761397330165,-0.8488869909049088)","(-0.5043013596169095,-1.440108496059124)","(-0.27070546839048715,-1.576058615436925)","(-0.10036504129117248,-1.5219557996414472)","(-0.47712839357841874,-0.8788335997452974)","(-0.45447106285664907,-1.5853062968523688)","(-0.1754666800533014,-1.6229744039001657)","(-0.028597018755187057,-1.4908056388978195)","(-0.3133883148875929,-0.8881888249290067)","(-0.19095731330506796,-1.5289133040320166)","(0.07653266859130776,-1.4865132711805398)","(0.17613888875248193,-1.327245641886069)","(-0.07850141726181385,-0.8722218233077422)","(0.034591801918208,-1.3606195767909441)","(0.20518845745869208,-1.3243058716300609)","(0.27787144409023345,-1.1767951580488518)"
3136,17:37:34,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.18962068763821338,-0.3770578959482602)","(-0.3034450815271756,-0.7404360769160627)","(-0.23673205216583426,-1.0294368710613526)","(-0.12237173630115403,-1.2691151717199856)","(-0.5305843948023874,-0.8433716855213528)","(-0.5029592879535544,-1.4297705869227118)","(-0.27495802748994014,-1.5691824300812292)","(-0.1045093534648962,-1.516399525183392)","(-0.4742584902481209,-0.8803856452870941)","(-0.45629801133017045,-1.5794432080968102)","(-0.18157151944481373,-1.621140534468658)","(-0.03463368719525752,-1.4910752282702402)","(-0.3152142070145677,-0.8956150619698804)","(-0.19227433090694362,-1.5246363502193434)","(0.07553831067166235,-1.4827229960793562)","(0.1771903753256869,-1.3220008611151848)","(-0.08453237494607223,-0.8871528323344513)","(0.03763715840237707,-1.3583786389393604)","(0.21009151260751954,-1.3219074534491613)","(0.282208962861723,-1.174400519666844)"
3137,17:37:34,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.1573853942631375,-0.393380650129828)","(-0.27469995129360897,-0.7531313646982901)","(-0.23057075901227367,-1.0370830017043557)","(-0.14265426139550114,-1.264781113650307)","(-0.5177682130376038,-0.8623368273447484)","(-0.5070319318859853,-1.4229160112694794)","(-0.28484665906902484,-1.5572079851041045)","(-0.10275448480060455,-1.5040725674090296)","(-0.47043315694075694,-0.8824356321289124)","(-0.4675054424088513,-1.5516244955884184)","(-0.1928643078550781,-1.6159929732735654)","(-0.018980232243900552,-1.4993284466666177)","(-0.31709182361820115,-0.8821182326304758)","(-0.22557438241156194,-1.4971425026126013)","(0.05705153465179061,-1.5021857451414689)","(0.1984992327269154,-1.3653436789910551)","(-0.0830879010388593,-0.8598166120581592)","(0.000925602081081103,-1.3386722792774726)","(0.18654724939893016,-1.3427443426101275)","(0.2983836480872462,-1.2151732943675346)"
3138,17:37:34,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.18961306633165984,-0.37600893716258993)","(-0.30271881256649164,-0.7220099537343875)","(-0.26046855019258963,-0.9889095138068333)","(-0.18532953503149271,-1.201088768670846)","(-0.5101625151490975,-0.8610279163944272)","(-0.5047804690990617,-1.427500213676704)","(-0.2915960883956712,-1.5648322791511038)","(-0.10743292372691315,-1.5131696737760454)","(-0.4546319066598761,-0.8906794201320729)","(-0.4587389200942715,-1.539727101475481)","(-0.20532455547014433,-1.607473235955786)","(-0.03642307417623318,-1.4981704353918537)","(-0.30541857987151805,-0.9021057457047886)","(-0.228249259482846,-1.494752820993329)","(0.03582030180764679,-1.5138895029063455)","(0.1806733808125631,-1.3895650786014)","(-0.08422816957313904,-0.8951376038516099)","(-0.015631974485607134,-1.3422707657473911)","(0.16094511920937102,-1.369101014983092)","(0.2760541216989516,-1.2664025942239847)"
3139,17:37:35,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.17669412998799452,-0.3725592716497901)","(-0.2916649261725659,-0.7181307306995742)","(-0.2530537940829651,-0.9882294837100445)","(-0.18179033287498453,-1.2013952258936809)","(-0.5090994028485172,-0.8617627789633345)","(-0.5015966792269427,-1.4313047313196958)","(-0.28770090053433317,-1.571720824721502)","(-0.10337663599730787,-1.5197455979248076)","(-0.45674030379060776,-0.8896000758168039)","(-0.4589393133455482,-1.543895121325586)","(-0.20224728149216614,-1.6121458059428777)","(-0.03341609204932666,-1.5040396247919126)","(-0.3082236625166163,-0.8994583792231066)","(-0.23163775034090528,-1.4959632006798889)","(0.036576304630518634,-1.5182440695131851)","(0.18291314167319356,-1.3949750511498602)","(-0.08569719875642179,-0.8916703862823376)","(-0.014527656265187554,-1.3411332776870566)","(0.1653428468811947,-1.371735789825477)","(0.2817500607460781,-1.2718549911502526)"
3140,17:37:35,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.1831615899731797,-0.3772154415337018)","(-0.3078662206501361,-0.7226717291582834)","(-0.2797191241620159,-0.992311530435979)","(-0.20356645836901827,-1.2076524689175898)","(-0.5187437798472108,-0.8449957720501728)","(-0.5262003326519518,-1.4088492721664554)","(-0.32549134015822523,-1.5769974612128967)","(-0.14104587505751284,-1.5646889441859082)","(-0.46740113341058837,-0.884045349790664)","(-0.5034974656244743,-1.5541950118680485)","(-0.2553944200611797,-1.659143960545104)","(-0.06591470043410716,-1.5782256035160298)","(-0.31810941467485504,-0.9022635663703484)","(-0.26096722716787846,-1.525960216393986)","(-0.0005884625723382021,-1.555016031236442)","(0.15088765014657785,-1.4381514284694235)","(-0.08588844156572058,-0.9038571211149072)","(-0.020059538784527035,-1.3837616581879109)","(0.15631025194402065,-1.4054764262071107)","(0.2738998567614905,-1.294368228017361)"
3141,17:37:35,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.19143551940982115,-0.3759086966725692)","(-0.31536284103655504,-0.7216314933086471)","(-0.2831322965441648,-0.9928807593691517)","(-0.1983130468529841,-1.2085025852397153)","(-0.5243051201902905,-0.8405814239617652)","(-0.5285604497354132,-1.4016626304204376)","(-0.3336373592708719,-1.5738254737829287)","(-0.15356772793991033,-1.574704364656875)","(-0.46991939597579024,-0.8827093300094593)","(-0.5071550846312283,-1.5517240060524347)","(-0.26151399748658055,-1.6609523054747115)","(-0.06972606042130196,-1.587184327964952)","(-0.31640573890494533,-0.9027766803559079)","(-0.2678264125725198,-1.5243585238919513)","(-0.010902696917307969,-1.561815639933761)","(0.14199321243704607,-1.4525959535702735)","(-0.0809247116086716,-0.9057776135890392)","(-0.02209393130405358,-1.385195179770418)","(0.14957007240356407,-1.4130860585170415)","(0.26689883399125136,-1.308642313252156)"
3142,17:37:35,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.23899910209230663,-0.3750740862040646)","(-0.37300692748403624,-0.7152016800842893)","(-0.34633065509772176,-0.9889825504570976)","(-0.25343287873952636,-1.2093833204438094)","(-0.5521130502124809,-0.8362314211703363)","(-0.5694482134883309,-1.372895404499566)","(-0.39943056610440175,-1.5642717005080662)","(-0.22305464380410828,-1.5956898550331458)","(-0.479069459140032,-0.8777769952096474)","(-0.545056130759974,-1.5296895275339635)","(-0.3284782753956385,-1.6696697273260206)","(-0.1370567442871543,-1.6289848394613398)","(-0.30897231503052436,-0.8934141962149348)","(-0.24880402338697483,-1.5131963955262813)","(0.003223275210727322,-1.5350047127458426)","(0.1554941321017005,-1.4079249294462879)","(-0.059218964181349414,-0.8870825014920921)","(0.0021439730407561367,-1.3696607900319695)","(0.1701788355299641,-1.3800157262485468)","(0.2895585318502835,-1.2545003946144802)"
3143,17:37:35,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.27850799032767837,-0.36258665593091255)","(-0.42451877933617443,-0.7079146136763221)","(-0.3959167094023827,-0.9791655739794362)","(-0.3073738056013773,-1.2022772655275327)","(-0.5590931890877306,-0.8455599822582064)","(-0.6847569661970466,-1.391050853760065)","(-0.4950908236469321,-1.5498110045030835)","(-0.31559146508454705,-1.5431503958217756)","(-0.46109945134587993,-0.8873484636649396)","(-0.5171501025582066,-1.521751458000176)","(-0.2977618890108575,-1.636743937329762)","(-0.1362739661448599,-1.56939171275017)","(-0.28442087241512526,-0.891541867908478)","(-0.22870827477563607,-1.4933674240656403)","(0.014356888359081959,-1.4981482055582955)","(0.15529051846562025,-1.3664077749271137)","(-0.036444032857705366,-0.8652022881194324)","(0.01836928850234118,-1.3335410479540626)","(0.17627159469447526,-1.3299826857801063)","(0.2843040324962414,-1.1964709570899463)"
3144,17:37:35,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.2827901882847361,-0.3615718363076807)","(-0.43033103880279333,-0.709030806442072)","(-0.4063382147638819,-0.979929984539672)","(-0.3218547423881775,-1.2043260938050275)","(-0.5643826506554519,-0.8462043376128905)","(-0.68424551677498,-1.3929243738116794)","(-0.4858929315500314,-1.5491701469535737)","(-0.29982185566181957,-1.5372399770579022)","(-0.4642531058233652,-0.8857025763388968)","(-0.5169491422686919,-1.5163385741217805)","(-0.29510878345136315,-1.6234777067817032)","(-0.1312094221658746,-1.5446620227504055)","(-0.2870948283949542,-0.8876601957870822)","(-0.22848457802502925,-1.4852688221954955)","(0.01587859085036515,-1.4862767272170514)","(0.15755646444564614,-1.3502670079447614)","(-0.04028814250409566,-0.8595804888956962)","(0.015940807209720454,-1.3288737297911484)","(0.17703970036705147,-1.3226784443136979)","(0.28725610295783205,-1.1861870972242812)"
3145,17:37:35,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.28602828963399,-0.3236570848614728)","(-0.42497128302418263,-0.6781612744909333)","(-0.41320942334383737,-0.9523423398294011)","(-0.3374539738245389,-1.1742227033144947)","(-0.5490778334391739,-0.8293608294707621)","(-0.6857508323540886,-1.390653331480744)","(-0.48281837771230557,-1.5318746979499802)","(-0.31210493313334775,-1.493907237129711)","(-0.4440859139395248,-0.8959842080307537)","(-0.4855422739394071,-1.52166045138547)","(-0.26131772283554583,-1.6222386681362475)","(-0.12397564990978378,-1.5388089032838173)","(-0.2737080992273514,-0.906691699356074)","(-0.22598648647543948,-1.5018905893698495)","(-0.0008402889573619098,-1.517995358668699)","(0.11769873996990635,-1.3984869617144624)","(-0.02426467936326604,-0.8789501422881629)","(0.04135193102541246,-1.3386899595007156)","(0.18672799210102692,-1.3340777202713114)","(0.2663252135904144,-1.1984612754341433)"
3146,17:37:35,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.2882025063708299,-0.3227271166753474)","(-0.43757343702812407,-0.6739393506710303)","(-0.4309885872042071,-0.9443781636859431)","(-0.35783522236028514,-1.1680311899469937)","(-0.571830574145202,-0.8260315998125696)","(-0.7121184591033749,-1.3895649765332794)","(-0.5063496148363298,-1.531511037789016)","(-0.3314669155083015,-1.4912615167308092)","(-0.4663816388013982,-0.8845836122091129)","(-0.5082827772998533,-1.5174911158966062)","(-0.2843245212530001,-1.61523230075205)","(-0.14940518246771856,-1.5270174917661135)","(-0.29419730195701144,-0.890723067037193)","(-0.24381701847372506,-1.4966907930640274)","(-0.020888503025373515,-1.5041383755455473)","(0.0920627934045649,-1.378352609952779)","(-0.04439010338928967,-0.8594573585961335)","(0.019475433654888945,-1.3319486944470518)","(0.1608591336259991,-1.3150858722894228)","(0.23527932961433864,-1.1692941343611503)"
3147,17:37:35,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.2648060038949464,-0.331057386128407)","(-0.38252926504363605,-0.6866839088208839)","(-0.32659923400640534,-0.9536602707438228)","(-0.23004539344726135,-1.1705132918640715)","(-0.5146315841527728,-0.8382266640624654)","(-0.5791581677691093,-1.3660450394222816)","(-0.37418293267647923,-1.479991975271864)","(-0.21262602038363498,-1.431001950642904)","(-0.4246853245437387,-0.9053410269711516)","(-0.4223307895567653,-1.4955873685655816)","(-0.20255047101271184,-1.5473480704392126)","(-0.07984954849156137,-1.4481604063479738)","(-0.26532900134538623,-0.9267121817929145)","(-0.17176431562303793,-1.479653968693734)","(0.046215626637642865,-1.4517382530681793)","(0.14405963609631556,-1.3189396892428944)","(-0.04100890679978266,-0.904940581613367)","(0.061476036459880486,-1.3234492341779451)","(0.2036871591130897,-1.2828521675225506)","(0.2710629044736631,-1.1412989193857017)"
3148,17:37:35,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.26146987727861065,-0.34026222662116806)","(-0.38917779504700645,-0.6881498795552418)","(-0.34265676171231757,-0.9453316032908116)","(-0.2506865589338188,-1.155748349847632)","(-0.5313531997540876,-0.8357317173346691)","(-0.5997993985944756,-1.3617060542076564)","(-0.400448303100394,-1.4727120199173318)","(-0.24422745640753696,-1.422821141434935)","(-0.43811034764129153,-0.8989211997108684)","(-0.43851494310607086,-1.4905628462745457)","(-0.2213539693869208,-1.536191512786255)","(-0.10419531416253015,-1.4346351428786186)","(-0.2771492893329001,-0.9141874078862342)","(-0.1786839217526504,-1.4637691572505946)","(0.03324313616680093,-1.4292509288211581)","(0.1247743098239434,-1.295306563995022)","(-0.051397583617480695,-0.8850750308795396)","(0.03966408247903802,-1.3127085895175268)","(0.1753152399041512,-1.2700641344658474)","(0.2399141756015886,-1.1271992423177808)"
3149,17:37:35,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.2355234587676858,-0.37264340428973053)","(-0.3477224823646891,-0.743704099947584)","(-0.2745120995998456,-1.0273020927289973)","(-0.14988029318701657,-1.252200512679341)","(-0.5216567697863546,-0.8321967909003803)","(-0.501502506081253,-1.4121046272015785)","(-0.30200805188566143,-1.562191904789966)","(-0.14689707033237615,-1.5322637654482754)","(-0.4525259051648073,-0.8917512574450186)","(-0.4343141659986167,-1.5748015870651026)","(-0.18968892919995578,-1.6307982083617603)","(-0.05107364171777544,-1.5129398461440215)","(-0.2915589498094844,-0.9189666977310696)","(-0.16376581768502144,-1.5363165681630224)","(0.08711299550993822,-1.4840095641605673)","(0.18709705127162798,-1.3168590701540606)","(-0.06228690132226898,-0.9164254828451704)","(0.06701192198239814,-1.381372858887589)","(0.24018806886415905,-1.3314922656321333)","(0.31638672875390894,-1.172324991510822)"
3150,17:37:35,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.19623322038361507,-0.3818447852429659)","(-0.30259461375419283,-0.7430251492075216)","(-0.24215731862561557,-1.0174112650068536)","(-0.13889907057751086,-1.2324309854781652)","(-0.48802582506605874,-0.8618242276010284)","(-0.4473751303574467,-1.3876015554234735)","(-0.2519338922612478,-1.5387934728959782)","(-0.09723589719822018,-1.5245440387343954)","(-0.42346712167404477,-0.9059114729713383)","(-0.3893730130188358,-1.5337379049815212)","(-0.15425977874623936,-1.5993940001319968)","(-0.008193303173234124,-1.5006641416045783)","(-0.26413476925871066,-0.9160802201322905)","(-0.1320835805861532,-1.4948138149529684)","(0.10474272317403574,-1.4438284802116317)","(0.20445822135801076,-1.2852852179485712)","(-0.036363856315025624,-0.8970618864915731)","(0.09246780751692545,-1.3363507226760574)","(0.24315059351894816,-1.2805989178491057)","(0.31234064644272047,-1.1284925072445495)"
3151,17:37:35,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.20478196579838304,-0.3756828018900271)","(-0.30850357810546924,-0.7353445032717592)","(-0.24569763974052336,-1.0043107114924736)","(-0.1386961497358468,-1.2110919033532073)","(-0.4911207471999199,-0.8582504405964835)","(-0.44909473758050383,-1.3832198434665326)","(-0.2635477655093629,-1.5320956824302878)","(-0.10966666412984444,-1.5199165368277123)","(-0.4212239532382173,-0.9069566589525478)","(-0.39023543106907305,-1.528595741314395)","(-0.16949328237007794,-1.5996717343359712)","(-0.02345823067273146,-1.5107640405308658)","(-0.25813450482512973,-0.9181681473578459)","(-0.13309057826743503,-1.4924390107656476)","(0.09493473681249541,-1.4448811296190618)","(0.1964709155494366,-1.2928428722390708)","(-0.0257270373014066,-0.8976055182828221)","(0.09083356539468826,-1.3429402921422382)","(0.2370970869098853,-1.286831720781511)","(0.3094315064281707,-1.1343326084564402)"
3152,17:37:35,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.22809413794282551,-0.369539961100379)","(-0.34010581891697306,-0.7282781726698809)","(-0.2828543085296445,-1.007405404307073)","(-0.17328083281515605,-1.2241799702905076)","(-0.5077227968911973,-0.8492558287229978)","(-0.49097560338735835,-1.421345377579922)","(-0.28898680044708686,-1.5602146541957822)","(-0.13456872963386793,-1.5347151008278799)","(-0.43016838696905935,-0.902748668707098)","(-0.4166367905657918,-1.5769441361860042)","(-0.17839730614741603,-1.6302822397707357)","(-0.04133508261003103,-1.5191430901869962)","(-0.2629345999853833,-0.9179781769697964)","(-0.1496098735558034,-1.5401111288615517)","(0.08434366391207505,-1.484821766969235)","(0.1754971654650474,-1.3228260404653507)","(-0.027255386663755758,-0.89789798775148)","(0.06905168666216051,-1.383653960206999)","(0.21805529989375497,-1.3265386369986973)","(0.2842487312098029,-1.1627316688827125)"
