frame,time,state,left_THUMB_dist,left_INDEX_dist,left_MIDDLE_dist,left_RING_dist,left_PINKY_dist,left_THUMB_angle,left_INDEX_angle,left_MIDDLE_angle,left_RING_angle,left_PINKY_angle,right_THUMB_dist,right_INDEX_dist,right_MIDDLE_dist,right_RING_dist,right_PINKY_dist,right_THUMB_angle,right_INDEX_angle,right_MIDDLE_angle,right_RING_angle,right_PINKY_angle
278,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.302780038268324,1.778488795204764,1.8795306972235408,1.7924778930230232,1.557844043146015,176.87244923517665,174.51462875737272,169.7320867457833,165.28730971304452,168.35093615772453
279,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2954859697242074,1.7810541366298207,1.8932968699363992,1.783508957001274,1.5152885471662036,179.9338029189441,169.8186791248905,167.46105135855413,164.18123009856774,165.96251481511263
280,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2797919394639883,1.783078808771447,1.8964872744823107,1.7924914671547463,1.514516437748747,178.93127072219394,168.61293828377111,167.85619164118276,165.36774952293845,166.7002523856299
281,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.290728545794058,1.8334394692955391,1.9314479009064127,1.8049909403668587,1.4984075768788938,177.64035427804305,167.72414559869478,166.94397371972903,163.78843064727732,164.84625361602917
282,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.282315234327236,1.8321577806462985,1.932432345579755,1.8000928385732324,1.497988840929733,178.00831798299325,166.87580520958178,166.3542757960639,162.90246598091557,164.67821861525832
283,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1806173752545235,1.7789273261793586,1.865175223441872,1.7670260463256318,1.5143540166561527,175.20512523076,165.80263234335303,162.2997800299899,159.25792893315895,163.78964682420388
284,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1983639246683107,1.8561493869506835,1.9342896182429972,1.7985149433373622,1.492531138325347,176.2128365195082,166.23209416118854,162.8051395375529,165.75703018196776,171.22866303004412
285,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1957748394039376,1.8390119151649031,1.9222262503063026,1.8045065002030851,1.521923088914418,175.66231397920507,165.3543442348914,163.963745783312,165.76209569228035,168.23460617177238
286,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22975275622334,1.8615337717803204,1.938001451720597,1.791564449328917,1.410701675364025,178.97125294981905,164.31005857336734,161.15925902090578,164.44257212440834,173.69711711097185
287,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2021296955232559,1.857285208578803,1.9350564416499099,1.819988341542249,1.5195720251920577,179.93617257806534,162.2729799541192,160.5714566063269,163.6732488981272,168.67797560089747
288,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2232071145628973,1.8401809630403385,1.929266061352612,1.8554793638698752,1.6451520321405608,174.73589545292242,163.87613616146774,160.70154373786585,162.076056367756,166.09737313574468
289,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.216882730268871,1.8184738536483431,1.91011295770671,1.8414989532539525,1.6353463317786068,174.85975879785053,166.54031859019315,164.11964765495375,167.04784797970717,170.15955638103782
290,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2269430635670375,1.8393712554188042,1.9290908877731279,1.8406567804226692,1.6176399000195747,174.49666741536723,165.53813319036382,163.93948569615947,167.98416812358266,171.48101096735357
291,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2640415119473856,1.8817951010850171,1.9678701709438458,1.846442617617224,1.5611496165555032,176.10560266105986,162.71161012917375,161.2343746201723,164.2051448004224,169.4877768028529
292,09:42:20,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2497956294335075,1.8664456906684408,1.9487847634855504,1.8339025239890157,1.5615875946213704,176.4977686682649,162.0657011642487,159.22052054153778,161.0691717792248,168.24684965774904
293,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2166289068065572,1.8274280564118097,1.9081670085267606,1.7942070368231382,1.4977041211171251,177.30609235067536,164.40741734130148,157.49455017290362,155.60137683960266,161.65403922105963
294,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.236680223810003,1.8253652180279436,1.939743968534279,1.8107101654333693,1.524791864025988,177.31354717314383,163.8097127135718,162.41133859261956,159.08110132437537,166.22938282466453
295,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2303073578430883,1.8213873606728492,1.926457543138369,1.8074229578260734,1.5289884004267316,177.5570734555569,165.7905994754613,163.33489497866475,159.58966585604622,166.35615233723814
296,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2425235964314596,1.839781537670136,1.9725255530636316,1.8596882735671212,1.5757298841319267,177.48050821303653,167.25387598960504,167.70846684781137,165.08840256309287,169.25377087688722
297,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2294116077826736,1.8311886145597296,1.9610951109136563,1.8512821861476485,1.5664926910339438,177.40032808466253,166.99497681273965,167.28129699858695,164.5686736756392,168.39920189627657
298,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246751919350365,1.8052214013619505,1.9334138813123751,1.8219618072125034,1.5699523116755532,179.73159684180442,170.56688414858064,169.68181860153334,166.04378212448057,169.3342159114431
299,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2172631630893986,1.7683375911851218,1.894624664350723,1.8024303205463892,1.5487359586689637,178.01232127824397,172.3277181091932,169.2904417043213,166.0033200085451,166.6488361854277
300,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2209817290112022,1.7692593108525205,1.8983078443192982,1.8045232350096136,1.5429564892118313,178.22095031734682,171.6688345721058,170.11111990959375,166.45826817502495,167.66381831859366
301,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2859405735158462,1.7778696012594442,1.8983151544243528,1.8222826731032953,1.6089918375618553,171.67436957860826,175.73172301244526,172.12730974563246,166.70474118205868,171.35052267215224
302,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3323360958179007,1.7989346858296364,1.8987925322298262,1.8154455950418271,1.6047831485215325,170.68954465853068,179.6496706779598,176.00950940966575,170.57162897500174,171.63292600052785
303,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3310892676135888,1.7982230838197772,1.8945875134757788,1.8117703526824882,1.6026815092552043,170.96769135397426,179.77588202241762,176.17544957953368,169.94513756966776,170.09696596474728
304,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3355213773714971,1.8027853239076075,1.9197124974691333,1.819067505235774,1.6176152902889858,168.97238888022537,177.73953384841545,177.39493840605826,171.46788643468904,167.75723487560057
305,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33734714695215,1.8076857874367482,1.9052438138829975,1.8115941261723905,1.605641783099918,170.07157002656635,178.3623667785837,177.03784181760253,169.36798697833268,167.8429810755498
306,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.341290758644435,1.8225123904215217,1.9239743060466892,1.8478840171032227,1.62579006628211,169.8367313319406,177.26579675260024,178.32089602437733,175.0451594891736,169.96884469247235
307,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3448245622824537,1.822874331329499,1.9183522559020036,1.8439886150174545,1.6232528154367682,170.03221912829318,177.5523264877039,178.35343871502428,174.22353357600204,169.55616907986013
308,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3238198883132744,1.8270413976570434,1.9223281575296354,1.8459115886686086,1.6328657868784766,167.2216055991864,175.65122531133918,179.2079258374692,175.40828989543436,172.01806206043744
309,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3125088823696296,1.8399141822354652,1.9272191060293586,1.849834107916444,1.633398159964471,167.9726702928463,175.09037687714667,179.92400594112118,175.92806275061247,171.4725274399416
310,09:42:21,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142073771917975,1.8369104804586451,1.9237513610170944,1.8455408103969033,1.6300001581174737,167.6249530502336,174.96070074924884,179.6815765512796,176.0616821666648,171.7309847819126
311,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.278938901540462,1.8214154976772983,1.9271155219604623,1.8294375629307829,1.618545601145023,165.53371644525663,174.0956244465197,179.28635591246842,175.1365673031631,170.08492416291276
312,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2316124431237634,1.8315369948380158,1.9351544104313065,1.836767028459345,1.6179303623633274,162.19106660799795,174.92356088325334,178.17544909961103,175.65570660669385,171.82731800038047
313,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.225734942816512,1.8328776575093513,1.9358075533580885,1.8403353118274415,1.6221818487385529,162.84399860902576,174.22316407707515,177.6451942080213,176.3911434146301,171.27698669857406
314,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2029056201156614,1.8278773053860617,1.9355992199452212,1.8340469442681178,1.610675915717727,162.12761157771286,174.67500319942584,177.2982810613611,176.91027419832673,171.0984061638442
315,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.195001392493639,1.8300320956460912,1.9288608436425119,1.8297378889751952,1.6019448575182622,162.94035817757805,175.07284201788403,176.95660390879968,176.48736938644046,171.325180244577
316,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1042126661406741,1.8282650527043327,1.9394604601344005,1.8353569118879254,1.6155685252056182,155.94541408724237,173.33841606370262,176.06923363445046,176.42694993653797,171.67322677275175
317,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0594843638055176,1.8276141244526856,1.9497554603199094,1.8539129543237707,1.6232546260777598,150.7777040792539,174.88431739383617,176.65690372517682,176.39125670688813,171.7233273941143
318,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0659660212395767,1.8329250326876247,1.945201052604259,1.8404065537126573,1.6240188481650222,151.10221475741739,175.39204257546933,177.6175472894643,175.20324136035856,171.69269817449108
319,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0134436933612154,1.8185963573532837,1.9568355547624974,1.8541680154614293,1.6174184246722034,145.97324133948158,174.15457788948856,175.32436199272166,177.39951341757555,171.97653552624757
320,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0272661430964014,1.824673610974256,1.9432838736733902,1.8360601538139045,1.6155112096123552,147.0514646872532,176.54146769492192,177.88913838793874,174.11102586648047,172.51325257697584
321,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890515968275093,1.8166966473767672,1.961001504489424,1.85705447349639,1.6313631633374381,143.0045077848543,175.25971252251964,176.61689025517717,177.66384098768035,173.53955245797997
322,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9783386849034205,1.809608109264328,1.9621625227705992,1.8744987220562692,1.644743198714275,137.22406467281368,175.2082223178285,177.77399756801034,177.62664367315915,174.18966086424362
323,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994076620386495,1.8113183943991928,1.9505109212919327,1.8572518024271063,1.642707707698409,139.11553832713565,175.10530092820395,178.96979478539242,175.22445116482172,175.37431004713343
324,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0542506089522714,1.8269096132862264,1.9645961151981555,1.8715363943205519,1.6390387414159875,148.74855481578768,176.18493381950736,178.11581583185958,176.9957468951634,173.8725745238362
325,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1235954726644322,1.8234385391849504,1.9529436010515235,1.8722236910259642,1.6498913662060015,153.86649031897133,176.67013303178427,178.51393638724596,177.55734856121862,175.4217045882366
326,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1316963759186558,1.8265983821397194,1.948824522308748,1.8673289253749106,1.6435841595808907,152.5256763379745,175.0342868358297,178.01865710183873,177.33436225735488,174.18905554781276
327,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1981797416436792,1.835473292404654,1.9600318314455933,1.885723455507775,1.6620345731031663,156.79206998168328,175.6354793767542,178.57590686559584,177.07419349370056,174.76841868787022
328,09:42:22,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2008335354408168,1.827409923292023,1.9426439097750081,1.8678802038223585,1.6465054158521728,157.7951279465593,175.0514105716067,179.09441838146878,176.5557577962872,174.12248404467266
329,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252870689003629,1.8389848449142052,1.9406344873078047,1.8639874053447223,1.6430883442949047,161.77350925646763,174.9249742809702,179.60905673228297,175.39739679400012,174.01360599046828
330,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2891451411621073,1.8315077602152159,1.9284970767602692,1.8502896240956315,1.6253947647098437,164.97854078468433,175.06810307380482,179.58375583007404,176.10206825683608,175.4967452848479
331,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3235968522936405,1.841120652003585,1.9492710356766578,1.858988966746065,1.6177224719438477,166.84938869471446,177.36520129040534,177.3352854322938,174.81865619740816,174.03378545830836
332,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3449990719062777,1.8473396340417845,1.9687471112289567,1.8637610072447848,1.603582527390676,168.08816192576714,176.4633481223209,176.89808059796746,173.96629996095567,173.97167277917362
333,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3433203043068374,1.8478021087606278,1.9626795203643521,1.8686684963595663,1.6135130938555793,168.89512862993243,177.61557329733233,176.23141191636256,173.59174529952017,173.2616510000457
334,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3750453447031477,1.882736282424676,1.9515880054129735,1.8541207181051913,1.5418028170959412,175.51734595074967,172.99145208926603,169.98974065600643,167.9201000351399,167.5411082728943
335,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3863419615819237,1.8484601154604,1.9150079882918398,1.818805294405397,1.4760003130888792,176.1774832342375,171.59011646487468,169.58439475108023,167.2073923897131,164.92386986688464
336,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3690164785647545,1.8555575961029873,1.913962917981737,1.792323363661224,1.4196254940871245,179.63410916660132,168.19526905930485,168.2667141797406,166.5384908322035,164.46484144818945
337,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3817511075827134,1.8833305996651004,1.9215246383917048,1.7955804523970909,1.4195171149934438,177.56111240013036,167.50760048727352,165.85388907639418,165.8834848984621,166.988020374766
338,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.338670963850332,1.8381548839184592,1.8987196197670748,1.773559822246438,1.4358786584292942,176.97306876941028,166.6844658608411,164.8596926366195,163.98520482538538,161.95742056938786
339,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3328223187017239,1.870034389620403,1.9150388927117006,1.7868413714052709,1.475025313147227,177.51076400839233,169.52969102156104,166.3877018262179,164.93259910197096,169.19835148075762
340,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3524016180426432,1.8611315974680376,1.9409103938777295,1.8602083612158338,1.6701221579336347,178.74359957659794,172.9179212356788,169.9426842606417,170.3892620551191,172.56748579153535
341,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3310940722583984,1.8383191031363655,1.9295042255219725,1.8680864805359967,1.7020651465856886,176.34974457972706,171.92703936056256,168.16204284023334,168.74300001796556,171.160830228202
342,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4256762289934832,2.072170292210175,2.14344514938059,1.9303174377194627,1.494885559900293,178.6552692557643,169.91275354811563,169.27789676780495,173.1943661489926,174.51368826603726
343,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.381351168462433,2.0070927593238723,2.0457405608340844,1.7078504730888011,1.4141191534543254,174.8001494051144,168.7800247047247,167.67594426020642,176.81054420922953,171.002702142424
344,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4200273977861413,2.049702876495477,2.146822033010238,1.9964697645036777,1.5363426986748159,172.8090417811791,172.89562297142263,169.9890982505883,168.60769503180526,172.38743849480824
345,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3071575308867804,2.188399225062858,2.341669198721929,2.2541152272336045,1.8215255471741945,155.51846579420925,174.1474133402211,172.9192258310842,175.3364001046021,179.120905247758
346,09:42:23,PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0472512084511312,2.199742465452983,2.3563419701529225,2.245681199213734,1.8178573770599502,164.23491337332302,176.0865771727609,173.30636886190265,173.97049727734645,176.45804066624484
